CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
15835,MR.,MARCUS,SMITH,27-04-1976,S,M,marcus.smithnobethanalytics.com,40000,0,Partial College,Skilled Manual,N
15836,MR.,DEVIN,JACKSON,15-04-1976,S,M,devin.jacksonnobethanalytics.com,40000,0,Partial College,Skilled Manual,N
15837,MS.,JULIA,JOHNSTON,21-10-1975,S,F,julia.johnstonnobethanalytics.com,40000,0,High School,Skilled Manual,N
15838,MS.,JULIA,TAYLOR,17-02-1974,S,F,julia.taylornobethanalytics.com,30000,0,Partial College,Skilled Manual,N
15839,MR.,WILLIAM,TAYLOR,21-05-1974,S,M,william.taylornobethanalytics.com,30000,0,Partial College,Skilled Manual,Y
15840,MS.,NATALIE,PETERSON,26-02-1972,M,F,natalie.petersonnobethanalytics.com,70000,0,Partial College,Skilled Manual,Y
15841,MR.,LUIS,SHAN,14-05-1972,S,M,luis.shannobethanalytics.com,80000,0,Bachelors,Management,N
15842,MS.,HALEY,GRAY,13-01-1972,M,F,haley.graynobethanalytics.com,80000,0,Bachelors,Management,Y
15843,MR.,CALEB,WRIGHT,02-11-1968,S,M,caleb.wrightnobethanalytics.com,80000,0,Bachelors,Management,N
15844,MS.,MEGAN,BROWN,25-12-1968,M,F,megan.brownnobethanalytics.com,80000,0,Bachelors,Management,Y
15845,MS.,MACKENZIE,CARTER,18-12-1968,M,F,mackenzie.carternobethanalytics.com,80000,0,Bachelors,Management,N
15846,MR.,JULIAN,FLORES,09-09-1968,S,M,julian.floresnobethanalytics.com,80000,0,Bachelors,Management,Y
15847,MR.,EDWARD,WHITE,13-05-1968,M,M,edward.whitenobethanalytics.com,90000,4,Bachelors,Management,Y
15848,MRS.,GABRIELLE,HERNANDEZ,27-08-1968,M,F,gabrielle.hernandeznobethanalytics.com,90000,4,Bachelors,Management,Y
15849,MS.,DESTINY,KELLY,02-03-1967,S,F,destiny.kellynobethanalytics.com,110000,0,Graduate Degree,Management,Y
15850,MS.,RACHEL,BRADLEY,08-10-1967,S,F,rachel.bradleynobethanalytics.com,110000,0,Graduate Degree,Management,N
15851,MS.,TAYLOR,ANDERSON,21-06-1967,S,F,taylor.andersonnobethanalytics.com,110000,0,Graduate Degree,Management,N
15852,MR.,OSCAR,HENDERSON,26-08-1967,S,M,oscar.hendersonnobethanalytics.com,120000,0,Bachelors,Management,N
15853,MS.,JASMINE,BROWN,22-02-1967,M,F,jasmine.brownnobethanalytics.com,120000,0,Bachelors,Management,Y
15854,MS.,MIRANDA,WOOD,28-08-1967,M,F,miranda.woodnobethanalytics.com,120000,0,Bachelors,Management,N
15855,MR.,NOAH,JONES,17-04-1963,M,M,noah.jonesnobethanalytics.com,80000,4,Bachelors,Management,Y
15856,MR.,LUIS,GONZALES,03-02-1968,M,M,luis.gonzalesnobethanalytics.com,90000,4,Bachelors,Management,Y
15857,MRS.,ISABELLA,WHITE,06-06-1959,S,F,isabella.whitenobethanalytics.com,60000,4,Graduate Degree,Skilled Manual,Y
15858,MR.,JONATHAN,PARKER,15-06-1959,M,M,jonathan.parkernobethanalytics.com,60000,4,Graduate Degree,Skilled Manual,N
15859,MRS.,ABIGAIL,RAMIREZ,05-03-1959,S,F,abigail.ramireznobethanalytics.com,60000,4,Graduate Degree,Skilled Manual,Y
15860,MR.,JOE,MORENO,20-10-1972,S,M,joe.morenonobethanalytics.com,40000,4,Partial College,Clerical,Y
15861,MR.,DAMIEN,ZHAO,26-05-1972,S,M,damien.zhaonobethanalytics.com,40000,4,Partial College,Clerical,Y
15862,MS.,SRINIWA,NARAYANAN,07-12-1972,S,F,sriniwa.narayanannobethanalytics.com,50000,0,Graduate Degree,Skilled Manual,Y
15863,MR.,ADAM,SCOTT,03-08-1973,M,M,adam.scottnobethanalytics.com,50000,0,Graduate Degree,Skilled Manual,N
15864,MS.,LAUREN,BAILEY,20-10-1973,S,F,lauren.baileynobethanalytics.com,50000,0,Graduate Degree,Skilled Manual,N
15865,MRS.,ISABEL,PRICE,14-04-1971,S,F,isabel.pricenobethanalytics.com,40000,4,High School,Skilled Manual,Y
15866,MRS.,ABIGAIL,WHITE,03-01-1971,S,F,abigail.whitenobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
15867,MRS.,VICTORIA,WHITE,08-02-1971,S,F,victoria.whitenobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
15868,MR.,CALEB,LAL,13-06-1971,S,M,caleb.lalnobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
15869,MRS.,ALEXANDRA,HALL,22-12-1971,S,F,alexandra.hallnobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
15871,MR.,RYAN,JAI,24-12-1971,M,M,ryan.jainobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
15872,MRS.,GABRIELLA,GONZALEZ,02-10-1972,M,F,gabriella.gonzaleznobethanalytics.com,50000,1,Graduate Degree,Skilled Manual,Y
15873,MRS.,HAILEY,RICHARDSON,19-10-1972,M,F,hailey.richardsonnobethanalytics.com,70000,1,Graduate Degree,Professional,Y
15874,MR.,SAMUEL,MARTIN,12-06-1944,M,M,samuel.martinnobethanalytics.com,70000,4,Bachelors,Management,N
15875,MR.,DEVIN,MORRIS,17-02-1944,M,M,devin.morrisnobethanalytics.com,70000,4,Bachelors,Management,Y
15876,MR.,EDUARDO,TURNER,18-10-1944,M,M,eduardo.turnernobethanalytics.com,70000,5,Bachelors,Management,Y
15877,MR.,JORDAN,PEREZ,11-10-1945,M,M,jordan.pereznobethanalytics.com,70000,5,Bachelors,Management,Y
15878,MR.,KEVIN,FLORES,23-04-1945,M,M,kevin.floresnobethanalytics.com,70000,5,Bachelors,Management,Y
15879,MR.,TYLER,WILSON,21-05-1945,M,M,tyler.wilsonnobethanalytics.com,70000,5,Bachelors,Management,Y
15880,MR.,PATRICK,BAILEY,13-11-1945,M,M,patrick.baileynobethanalytics.com,70000,5,Bachelors,Management,N
15881,MRS.,DESTINY,WILLIAMS,20-08-1945,M,F,destiny.williamsnobethanalytics.com,60000,4,Bachelors,Management,Y
15882,MR.,MAURICE,XIE,01-11-1945,S,M,maurice.xienobethanalytics.com,60000,4,Bachelors,Management,Y
15883,MR.,TRISTAN,COLEMAN,13-11-1945,M,M,tristan.colemannobethanalytics.com,60000,4,Bachelors,Management,Y
15884,MR.,DAKOTA,BRADLEY,07-07-1945,M,M,dakota.bradleynobethanalytics.com,60000,4,Bachelors,Management,N
15885,MR.,GARRETT,SANCHEZ,18-05-1946,S,M,garrett.sancheznobethanalytics.com,60000,4,Bachelors,Management,Y
15886,MR.,MATTHEW,BROWN,18-04-1946,S,M,matthew.brownnobethanalytics.com,60000,5,Bachelors,Management,Y
15887,MRS.,DEANNA,VAZQUEZ,12-08-1946,M,F,deanna.vazqueznobethanalytics.com,60000,5,Bachelors,Management,Y
15888,MRS.,AMANDA,RICHARDSON,05-05-1946,M,F,amanda.richardsonnobethanalytics.com,70000,5,Bachelors,Management,Y
15889,MR.,ROBERT,WRIGHT,18-11-1946,M,M,robert.wrightnobethanalytics.com,70000,4,Bachelors,Management,Y
15890,MR.,JAMES,RUSSELL,27-02-1947,S,M,james.russellnobethanalytics.com,60000,2,Bachelors,Management,Y
15891,MR.,JORDAN,LOPEZ,11-06-1947,M,M,jordan.lopeznobethanalytics.com,70000,4,Bachelors,Management,N
15892,MRS.,PAMELA,SRINI,10-01-1948,S,F,pamela.srininobethanalytics.com,40000,2,High School,Professional,Y
15893,MRS.,YOLANDA,XU,15-11-1948,M,F,yolanda.xunobethanalytics.com,40000,2,High School,Professional,Y
15894,MRS.,JOANNA,GUTIERREZ,13-05-1948,M,F,joanna.gutierreznobethanalytics.com,40000,2,High School,Professional,Y
15895,MRS.,SOPHIA,PARKER,13-05-1948,S,F,sophia.parkernobethanalytics.com,60000,2,Bachelors,Management,Y
15896,MR.,SAMUEL,JONES,17-06-1948,M,M,samuel.jonesnobethanalytics.com,60000,2,Bachelors,Management,Y
15897,MRS.,HALEY,COOPER,17-03-1948,S,F,haley.coopernobethanalytics.com,70000,4,Partial College,Professional,Y
15898,MR.,ISAIAH,GONZALEZ,01-05-1949,M,M,isaiah.gonzaleznobethanalytics.com,60000,2,Partial College,Professional,N
15899,MR.,IAN,JAMES,01-07-1949,M,M,ian.jamesnobethanalytics.com,70000,4,Partial College,Professional,Y
15900,MR.,WYATT,ROBERTS,28-03-1950,S,M,wyatt.robertsnobethanalytics.com,40000,2,Partial High School,Skilled Manual,Y
15901,MRS.,TAYLOR,BRYANT,27-02-1950,S,F,taylor.bryantnobethanalytics.com,60000,2,Partial College,Professional,N
15902,MR.,ROBERT,DIAZ,25-04-1950,M,M,robert.diaznobethanalytics.com,60000,2,Partial College,Professional,Y
15903,MRS.,ABIGAIL,BARNES,09-07-1950,M,F,abigail.barnesnobethanalytics.com,60000,2,Partial College,Professional,Y
15904,MRS.,JANICE,BENNETT,25-01-1950,M,F,janice.bennettnobethanalytics.com,60000,2,Partial College,Professional,Y
15905,MRS.,TAYLOR,TAYLOR,18-04-1951,S,F,taylor.taylornobethanalytics.com,70000,2,High School,Professional,Y
15906,MRS.,KAITLYN,LEWIS,06-03-1951,S,F,kaitlyn.lewisnobethanalytics.com,70000,2,High School,Professional,Y
15907,MR.,STEVEN,BAILEY,18-04-1951,M,M,steven.baileynobethanalytics.com,60000,2,Partial College,Professional,N
15908,MR.,DAVID,WILSON,20-09-1951,M,M,david.wilsonnobethanalytics.com,60000,2,Partial College,Professional,Y
15909,MRS.,CASSIDY,ROSS,07-09-1951,M,F,cassidy.rossnobethanalytics.com,60000,2,Partial College,Professional,Y
15910,MR.,CALEB,HUGHES,08-06-1951,M,M,caleb.hughesnobethanalytics.com,70000,4,Partial College,Professional,N
15911,MRS.,MARIA,BAKER,26-04-1952,M,F,maria.bakernobethanalytics.com,60000,2,High School,Professional,Y
15912,MRS.,MYA,SIMMONS,07-03-1952,S,F,mya.simmonsnobethanalytics.com,60000,3,High School,Professional,Y
15913,MR.,ANTONIO,HUGHES,16-06-1952,M,M,antonio.hughesnobethanalytics.com,60000,3,High School,Professional,Y
15914,MR.,LOGAN,BRYANT,22-08-1952,S,M,logan.bryantnobethanalytics.com,70000,4,Partial College,Professional,Y
15915,MR.,ALEX,COX,11-07-1952,S,M,alex.coxnobethanalytics.com,70000,4,Partial College,Professional,Y
15916,MR.,BRANDON,WALKER,14-07-1952,M,M,brandon.walkernobethanalytics.com,70000,4,Partial College,Professional,N
15917,MRS.,EMILY,WHITE,20-09-1952,M,F,emily.whitenobethanalytics.com,70000,4,Partial College,Professional,Y
15918,MR.,ROBERTO,RUIZ,03-02-1952,S,M,roberto.ruiznobethanalytics.com,70000,5,Partial College,Professional,Y
15919,MRS.,REBEKAH,PRASAD,07-05-1958,M,F,rebekah.prasadnobethanalytics.com,130000,2,Partial College,Professional,Y
15920,MR.,COLIN,WU,14-08-1957,S,M,colin.wunobethanalytics.com,100000,2,Partial College,Professional,Y
15921,MR.,DONALD,PATEL,26-11-1957,S,M,donald.patelnobethanalytics.com,100000,2,Partial College,Professional,Y
15922,MR.,ROGER,KUMAR,16-10-1957,M,M,roger.kumarnobethanalytics.com,150000,2,High School,Professional,Y
15923,MR.,RICARDO,RAJE,07-10-1956,S,M,ricardo.rajenobethanalytics.com,100000,2,High School,Professional,Y
15924,MR.,OMAR,WANG,20-06-1956,M,M,omar.wangnobethanalytics.com,100000,2,High School,Professional,Y
15925,MR.,STANLEY,SUBRAM,27-06-1956,M,M,stanley.subramnobethanalytics.com,110000,3,Partial College,Professional,N
15926,MRS.,DONNA,DENG,12-02-1956,S,F,donna.dengnobethanalytics.com,120000,3,High School,Professional,Y
15927,MR.,GILBERT,HUANG,04-12-1956,S,M,gilbert.huangnobethanalytics.com,120000,3,High School,Professional,Y
15928,MRS.,PRISCILLA,PAL,08-05-1956,S,F,priscilla.palnobethanalytics.com,120000,3,High School,Professional,Y
15929,MRS.,KARLA,RAJI,10-08-1956,M,F,karla.rajinobethanalytics.com,150000,3,High School,Professional,Y
15930,MRS.,TIFFANY,HE,02-04-1955,M,F,tiffany.henobethanalytics.com,100000,2,High School,Professional,Y
15931,MR.,MICAH,XU,08-01-1955,M,M,micah.xunobethanalytics.com,110000,3,Partial College,Professional,Y
15932,MRS.,TABITHA,JIMENEZ,11-09-1955,M,F,tabitha.jimeneznobethanalytics.com,130000,3,Partial College,Professional,Y
15933,MR.,CLINTON,DOMINGUEZ,03-02-1955,S,M,clinton.domingueznobethanalytics.com,160000,2,High School,Professional,N
15934,MRS.,NICHOLE,RAJI,28-03-1956,S,F,nichole.rajinobethanalytics.com,70000,3,Partial College,Professional,Y
15935,MRS.,AMBER,KING,28-10-1933,M,F,amber.kingnobethanalytics.com,70000,3,Graduate Degree,Management,N
15936,MRS.,ABIGAIL,JOHNSON,15-07-1933,M,F,abigail.johnsonnobethanalytics.com,90000,4,Bachelors,Management,Y
15937,MRS.,GRACE,LEWIS,12-05-1965,M,F,grace.lewisnobethanalytics.com,90000,5,Partial College,Professional,Y
15938,MR.,SEAN,COLLINS,09-07-1965,M,M,sean.collinsnobethanalytics.com,100000,4,Partial College,Professional,Y
15939,MRS.,JENNIFER,BROWN,11-02-1965,M,F,jennifer.brownnobethanalytics.com,100000,4,Partial College,Professional,Y
15940,MR.,JACK,BRYANT,27-11-1965,M,M,jack.bryantnobethanalytics.com,100000,4,Partial College,Professional,Y
15941,MRS.,BAILEY,BROOKS,26-02-1965,S,F,bailey.brooksnobethanalytics.com,120000,3,Bachelors,Management,N
15942,MR.,LUCAS,RODRIGUEZ,09-08-1964,M,M,lucas.rodrigueznobethanalytics.com,80000,4,Bachelors,Management,Y
15943,MR.,RICHARD,WATSON,18-01-1964,M,M,richard.watsonnobethanalytics.com,80000,4,Partial College,Professional,N
15944,MR.,DAMIEN,LU,12-05-1964,M,M,damien.lunobethanalytics.com,90000,5,Partial College,Professional,Y
15945,MRS.,ALEXANDRIA,KELLY,24-06-1964,M,F,alexandria.kellynobethanalytics.com,100000,4,Partial College,Professional,Y
15946,MR.,WYATT,WILSON,20-07-1964,S,M,wyatt.wilsonnobethanalytics.com,110000,3,Bachelors,Management,N
15947,MRS.,MICHELLE,BLUE,12-10-1964,M,F,michelle.bluenobethanalytics.com,120000,4,Partial College,Professional,Y
15948,MRS.,ANGELA,HUGHES,20-11-1964,S,F,angela.hughesnobethanalytics.com,130000,2,Bachelors,Management,N
15949,MRS.,KATHERINE,GREEN,10-09-1964,M,F,katherine.greennobethanalytics.com,130000,3,Bachelors,Management,Y
15950,MRS.,ERIN,PETERSON,15-01-1956,M,F,erin.petersonnobethanalytics.com,70000,3,Partial College,Professional,Y
15951,MRS.,JENNA,BAKER,13-10-1956,M,F,jenna.bakernobethanalytics.com,70000,4,Partial College,Professional,Y
15952,MR.,EVAN,COOPER,20-06-1956,M,M,evan.coopernobethanalytics.com,90000,2,Partial College,Professional,N
15953,MR.,JULIO,MORENO,11-04-1934,M,M,julio.morenonobethanalytics.com,60000,2,Graduate Degree,Management,Y
15954,MR.,MARSHALL,DENG,27-08-1963,M,M,marshall.dengnobethanalytics.com,100000,0,Partial College,Professional,Y
15955,MR.,NEIL,ORTEGA,17-11-1963,M,M,neil.orteganobethanalytics.com,110000,4,Bachelors,Management,Y
15956,MR.,RYAN,LI,17-05-1963,M,M,ryan.linobethanalytics.com,130000,3,Bachelors,Management,Y
15957,MR.,SAMUEL,ROSS,15-11-1963,S,M,samuel.rossnobethanalytics.com,130000,3,Bachelors,Management,N
15958,MRS.,NICOLE,ROSS,06-04-1962,M,F,nicole.rossnobethanalytics.com,90000,4,Partial College,Professional,Y
15959,MR.,LOGAN,RODRIGUEZ,02-03-1962,M,M,logan.rodrigueznobethanalytics.com,100000,1,Partial College,Professional,Y
15960,MRS.,BRIANNA,BRYANT,08-10-1962,M,F,brianna.bryantnobethanalytics.com,120000,1,Partial College,Professional,N
15961,MRS.,ASHLEY,WALKER,23-04-1962,S,F,ashley.walkernobethanalytics.com,150000,1,Partial College,Professional,N
15962,MR.,BENJAMIN,WINTER,11-01-1961,S,M,benjamin.winternobethanalytics.com,90000,4,High School,Professional,Y
15963,MRS.,MADISON,SMITH,06-08-1961,S,F,madison.smithnobethanalytics.com,90000,4,High School,Professional,N
15964,MR.,STEVEN,COX,03-10-1961,S,M,steven.coxnobethanalytics.com,130000,1,Bachelors,Management,N
15965,MRS.,JENNIFER,WATSON,18-06-1961,S,F,jennifer.watsonnobethanalytics.com,150000,1,Partial College,Professional,N
15966,MRS.,NATALIE,FOSTER,15-08-1955,M,F,natalie.fosternobethanalytics.com,60000,2,High School,Professional,N
15967,MR.,DAKOTA,DIAZ,16-06-1955,M,M,dakota.diaznobethanalytics.com,70000,4,High School,Professional,Y
15968,MR.,EDWARD,GONZALEZ,21-04-1955,S,M,edward.gonzaleznobethanalytics.com,70000,4,High School,Professional,Y
15969,MR.,SEAN,MURPHY,01-06-1955,S,M,sean.murphynobethanalytics.com,90000,2,High School,Professional,Y
15970,MR.,SAMUEL,THOMPSON,06-09-1954,S,M,samuel.thompsonnobethanalytics.com,80000,2,Partial High School,Skilled Manual,N
15971,MR.,RYAN,JENKINS,26-08-1935,M,M,ryan.jenkinsnobethanalytics.com,50000,2,Graduate Degree,Management,Y
15972,MRS.,CAITLIN,BAILEY,02-10-1935,M,F,caitlin.baileynobethanalytics.com,70000,4,Graduate Degree,Management,Y
15973,MR.,CHRISTOPHER,GARCIA,23-11-1936,M,M,christopher.garcianobethanalytics.com,60000,2,Graduate Degree,Management,Y
15974,MR.,MARCUS,GREEN,12-06-1960,M,M,marcus.greennobethanalytics.com,80000,5,Partial College,Professional,Y
15975,MRS.,GABRIELLE,COLLINS,24-09-1960,S,F,gabrielle.collinsnobethanalytics.com,90000,4,High School,Professional,N
15976,MR.,KRISTOPHER,PATEL,24-05-1960,S,M,kristopher.patelnobethanalytics.com,90000,4,High School,Professional,Y
15977,MRS.,JULIA,HARRIS,15-03-1960,M,F,julia.harrisnobethanalytics.com,90000,4,High School,Professional,Y
15978,MR.,XAVIER,WALKER,18-11-1960,M,M,xavier.walkernobethanalytics.com,90000,4,High School,Professional,Y
15979,MRS.,NICOLE,COOK,14-06-1960,M,F,nicole.cooknobethanalytics.com,90000,4,High School,Professional,Y
15980,MRS.,GABRIELLE,MORGAN,22-05-1960,S,F,gabrielle.morgannobethanalytics.com,100000,3,Partial College,Professional,Y
15981,MR.,GABRIEL,POWELL,14-03-1960,S,M,gabriel.powellnobethanalytics.com,100000,0,Partial College,Professional,N
15982,MR.,JOSE,EVANS,22-05-1960,M,M,jose.evansnobethanalytics.com,110000,5,Partial College,Professional,Y
15984,MR.,NATHAN,WRIGHT,22-06-1960,M,M,nathan.wrightnobethanalytics.com,170000,1,Bachelors,Management,Y
15985,MR.,DEVIN,JOHNSON,18-06-1960,M,M,devin.johnsonnobethanalytics.com,170000,1,Bachelors,Management,Y
15986,MR.,DALTON,SANCHEZ,11-09-1954,S,M,dalton.sancheznobethanalytics.com,60000,2,Partial High School,Skilled Manual,Y
15987,MRS.,NICOLE,KELLY,25-09-1954,M,F,nicole.kellynobethanalytics.com,60000,2,Partial High School,Skilled Manual,Y
15988,MR.,EDWARD,MOORE,12-05-1954,M,M,edward.moorenobethanalytics.com,70000,3,High School,Professional,Y
15989,MRS.,SAVANNAH,CAMPBELL,19-11-1954,M,F,savannah.campbellnobethanalytics.com,70000,3,High School,Professional,Y
15990,MR.,EDUARDO,RICHARDSON,25-05-1953,S,M,eduardo.richardsonnobethanalytics.com,70000,3,Graduate Degree,Management,Y
15991,MR.,DAVID,TAYLOR,19-01-1953,M,M,david.taylornobethanalytics.com,70000,3,Graduate Degree,Management,Y
15992,MRS.,ISABELLE,ALEXANDER,22-04-1953,S,F,isabelle.alexandernobethanalytics.com,70000,3,Graduate Degree,Management,Y
15993,MR.,SPENCER,COLEMAN,22-05-1953,M,M,spencer.colemannobethanalytics.com,60000,3,Graduate Degree,Management,Y
15994,MRS.,OLIVIA,BLUE,01-11-1952,M,F,olivia.bluenobethanalytics.com,40000,3,Partial College,Professional,N
15995,MRS.,KAITLYN,JOHNSON,26-05-1952,M,F,kaitlyn.johnsonnobethanalytics.com,40000,3,Partial College,Professional,N
15996,,EMILY,BARNES,27-02-1952,M,NA,emily.barnesnobethanalytics.com,40000,3,Partial College,Professional,N
15997,MRS.,MELISSA,JENKINS,11-09-1937,M,F,melissa.jenkinsnobethanalytics.com,70000,4,Graduate Degree,Management,Y
15998,MRS.,MARISSA,FLORES,09-05-1937,M,F,marissa.floresnobethanalytics.com,70000,4,Graduate Degree,Management,Y
15999,MRS.,MARIA,HILL,23-07-1937,M,F,maria.hillnobethanalytics.com,70000,4,Graduate Degree,Management,Y
16000,MRS.,GABRIELLE,RAMIREZ,27-09-1937,M,F,gabrielle.ramireznobethanalytics.com,70000,4,Graduate Degree,Management,Y
16001,MR.,RICARDO,PAL,25-10-1937,M,M,ricardo.palnobethanalytics.com,80000,4,Graduate Degree,Management,Y
16002,MRS.,PAIGE,HAYES,10-02-1937,M,F,paige.hayesnobethanalytics.com,110000,2,Graduate Degree,Management,Y
16003,MRS.,CAROL,ROBINSON,27-10-1937,M,F,carol.robinsonnobethanalytics.com,130000,2,Graduate Degree,Management,Y
16004,MR.,JOE,MARTINEZ,19-11-1938,M,M,joe.martineznobethanalytics.com,90000,5,Bachelors,Management,Y
16005,MR.,JORDAN,HILL,07-10-1938,S,M,jordan.hillnobethanalytics.com,90000,5,Bachelors,Management,Y
16006,MRS.,ANGELICA,HENDERSON,14-07-1938,M,F,angelica.hendersonnobethanalytics.com,110000,2,Graduate Degree,Management,Y
16007,MRS.,JANELLE,GONZALEZ,01-10-1939,M,F,janelle.gonzaleznobethanalytics.com,90000,5,Bachelors,Management,Y
16008,MRS.,MORGAN,ALLEN,16-07-1939,M,F,morgan.allennobethanalytics.com,110000,2,Graduate Degree,Management,Y
16009,MR.,MATTHEW,MARTINEZ,15-09-1939,S,M,matthew.martineznobethanalytics.com,170000,1,Graduate Degree,Management,N
16010,MRS.,NICOLE,WOOD,14-02-1940,M,F,nicole.woodnobethanalytics.com,120000,2,Graduate Degree,Management,Y
16011,MRS.,MARIA,MURPHY,06-09-1940,M,F,maria.murphynobethanalytics.com,130000,2,Bachelors,Management,Y
16012,MRS.,GRACE,COOPER,01-08-1968,S,F,grace.coopernobethanalytics.com,90000,4,Bachelors,Management,N
16013,MR.,XAVIER,WILLIAMS,21-07-1968,S,M,xavier.williamsnobethanalytics.com,90000,4,Partial College,Skilled Manual,N
16014,MR.,CHRISTOPHER,WILSON,08-03-1968,M,M,christopher.wilsonnobethanalytics.com,120000,2,Bachelors,Management,Y
16015,MS.,JESSICA,COOPER,03-02-1979,S,F,jessica.coopernobethanalytics.com,30000,0,Partial College,Skilled Manual,N
16016,MR.,BRADLEY,SHE,12-08-1944,M,M,bradley.shenobethanalytics.com,20000,4,High School,Skilled Manual,Y
16017,MR.,JEREMY,RAMIREZ,12-05-1979,M,M,jeremy.ramireznobethanalytics.com,60000,0,Partial College,Skilled Manual,N
16018,MS.,EMMA,HENDERSON,02-05-1979,S,F,emma.hendersonnobethanalytics.com,60000,0,Partial College,Skilled Manual,N
16019,MS.,AMBER,HERNANDEZ,02-02-1979,S,F,amber.hernandeznobethanalytics.com,60000,0,Partial College,Skilled Manual,Y
16020,MR.,THOMAS,DIAZ,26-08-1978,M,M,thomas.diaznobethanalytics.com,40000,0,High School,Skilled Manual,Y
16021,MS.,SHELBY,SANCHEZ,26-10-1978,S,F,shelby.sancheznobethanalytics.com,40000,0,Partial High School,Clerical,N
16022,MR.,DEVIN,HERNANDEZ,20-07-1978,S,M,devin.hernandeznobethanalytics.com,40000,0,Partial High School,Clerical,N
16023,MR.,WILLIE,ZHANG,17-07-1947,S,M,willie.zhangnobethanalytics.com,10000,2,High School,Skilled Manual,Y
16024,MR.,ISAAC,HILL,17-08-1978,M,M,isaac.hillnobethanalytics.com,40000,0,Partial College,Skilled Manual,Y
16025,MR.,JORGE,SUN,07-03-1945,M,M,jorge.sunnobethanalytics.com,10000,2,Partial High School,Clerical,Y
16026,MR.,BYRON,JIMÉNEZ,10-07-1946,M,M,byron.jiméneznobethanalytics.com,30000,2,Partial College,Clerical,N
16027,MRS.,ANNE,VAZQUEZ,15-08-1946,M,F,anne.vazqueznobethanalytics.com,30000,2,Partial College,Clerical,N
16028,MR.,CODY,COOPER,28-01-1946,M,M,cody.coopernobethanalytics.com,30000,2,Partial College,Clerical,N
16029,MRS.,ABBY,PATEL,08-11-1946,M,F,abby.patelnobethanalytics.com,30000,2,Partial College,Clerical,N
16030,MR.,MAX,MARTIN,21-05-1947,M,M,max.martinnobethanalytics.com,20000,4,High School,Skilled Manual,Y
16031,MR.,IAN,ALLEN,10-10-1947,M,M,ian.allennobethanalytics.com,30000,2,Partial College,Clerical,N
16032,MR.,COLIN,CHAVEZ,15-01-1948,M,M,colin.chaveznobethanalytics.com,10000,2,Partial High School,Clerical,Y
16033,MS.,ERICA,LIN,15-10-1971,M,F,erica.linnobethanalytics.com,10000,0,Graduate Degree,Manual,Y
16034,MRS.,PAMELA,SURI,11-12-1962,M,F,pamela.surinobethanalytics.com,10000,1,Graduate Degree,Manual,Y
16035,MR.,SEBASTIAN,MORGAN,18-06-1962,M,M,sebastian.morgannobethanalytics.com,20000,1,Graduate Degree,Manual,Y
16036,MRS.,MARIA,LONG,03-12-1961,M,F,maria.longnobethanalytics.com,10000,1,Bachelors,Manual,Y
16037,MRS.,MELISSA,KELLY,08-05-1961,M,F,melissa.kellynobethanalytics.com,10000,1,Bachelors,Manual,Y
16039,MR.,STEVE,YANG,06-05-1961,M,M,steve.yangnobethanalytics.com,10000,1,Bachelors,Manual,Y
16040,MR.,CASEY,GILL,07-10-1962,M,M,casey.gillnobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
16041,MR.,PEDRO,RAMAN,08-05-1961,S,M,pedro.ramannobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
16042,MR.,IAN,HALL,21-07-1936,S,M,ian.hallnobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
16043,MR.,MATHEW,ROMERO,13-03-1958,S,M,mathew.romeronobethanalytics.com,10000,1,Bachelors,Manual,Y
16044,MRS.,CONNIE,RAI,09-09-1958,M,F,connie.rainobethanalytics.com,10000,1,Bachelors,Manual,Y
16045,MRS.,EVELYN,SARA,04-07-1958,M,F,evelyn.saranobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
16046,MRS.,ROBYN,GOMEZ,20-08-1958,S,F,robyn.gomeznobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
16047,MRS.,TAYLOR,JOHNSON,09-07-1957,M,F,taylor.johnsonnobethanalytics.com,10000,1,Partial College,Manual,Y
16048,MRS.,KELLI,YANG,11-05-1957,S,F,kelli.yangnobethanalytics.com,10000,1,Partial College,Manual,Y
16049,MRS.,ASHLEE,NARA,12-05-1957,M,F,ashlee.naranobethanalytics.com,10000,1,Partial College,Manual,Y
16050,MR.,REGINALD,MORENO,11-03-1957,M,M,reginald.morenonobethanalytics.com,10000,1,Partial College,Manual,Y
16051,MR.,LEONARD,XU,18-09-1956,M,M,leonard.xunobethanalytics.com,20000,1,Bachelors,Clerical,Y
16052,MR.,DANNY,GUTIERREZ,06-11-1956,M,M,danny.gutierreznobethanalytics.com,20000,1,Bachelors,Clerical,Y
16053,MR.,FREDERICK,PEREZ,18-06-1956,M,M,frederick.pereznobethanalytics.com,20000,1,Bachelors,Clerical,Y
